ccn,hospital_name,created,status,measure_from_date,measure_to_date,m_1a,m_1b,m_1c,m_2a,m_2b,m_2c,m_3a,m_3b,m_3c,m_4
150056,Indiana University Health Methodist Hospital,2023-09-01 14:36:00,Measures Submitted,2023-08-01,2023-08-31,0,0,0,0,0,0,0,0,0,No
340069,WakeMed Health and Hospitals- Raleigh,2023-09-01 14:00:00,Measures Submitted,2023-08-01,2023-08-31,0,0,0,0,0,0,0,0,0,No
340173,WakeMed Health and Hospitals- Cary,2023-09-01 13:59:00,Measures Submitted,2023-08-01,2023-08-31,0,0,0,0,0,0,0,0,0,No
220100,South Shore Health,2023-09-01 11:26:00,Measures Submitted,2023-08-01,2023-08-31,0,0,0,0,0,0,0,0,0,No
390048,Geisinger Lewistown Hospital,2023-09-01 11:21:00,Measures Submitted,2023-08-01,2023-08-31,0,0,0,0,0,0,0,0,0,No
390001,Geisinger-Community Medical Center,2023-09-01 11:20:00,Measures Submitted,2023-08-01,2023-08-31,0,0,0,0,0,0,0,0,0,No
390270,Geisinger Wyoming Valley Medical Center,2023-09-01 11:20:00,Measures Submitted,2023-08-01,2023-08-31,0,0,0,0,0,0,0,0,0,No
390006,Geisinger Medical Center,2023-09-01 11:19:00,Measures Submitted,2023-08-01,2023-08-31,0,0,0,0,0,0,0,0,0,No
490007,Sentara Norfolk General Hospital,2023-09-01 11:11:00,Measures Submitted,2023-08-01,2023-08-31,0,0,0,0,0,0,0,0,0,No
50025,UC San Diego Health,2023-08-10 18:00:00,Measures Submitted,2023-07-01,2023-07-31,0,0,0,0,0,0,0,0,0,No
100151,Mayo Clinic Florida,2023-08-07 15:21:00,Measures Submitted,2023-07-01,2023-07-31,66,0,0,0,0,0,4,0,0,Yes
240053,Methodist Hospital,2023-08-07 12:09:00,Measures Submitted,2023-07-01,2023-07-31,3,0,0,0,0,0,1,0,0,Yes
240106,Regions Hospital,2023-08-07 09:46:00,Measures Submitted,2023-07-01,2023-07-31,1,0,0,0,0,0,0,0,0,Yes
220100,South Shore Health,2023-08-07 09:24:00,Measures Submitted,2023-07-01,2023-07-31,0,0,0,0,0,0,0,0,0,No
440039,Vanderbilt University Medical Center,2023-08-06 21:29:00,Measures Submitted,2023-07-01,2023-07-31,10,1,1,0,0,0,1,0,0,Yes
240057,Abbott Northwestern Hospital,2023-08-06 18:22:00,Measures Submitted,2023-07-01,2023-07-31,0,0,0,0,0,0,0,0,0,No
240104,St. Francis Regional Medical Center,2023-08-06 18:20:00,Measures Submitted,2023-07-01,2023-07-31,0,0,0,0,0,0,0,0,0,No
240115,Mercy Hospital,2023-08-06 18:19:00,Measures Submitted,2023-07-01,2023-07-31,0,0,0,0,0,0,0,0,0,No
240038,United Hospital,2023-08-06 18:18:00,Measures Submitted,2023-07-01,2023-07-31,0,0,0,0,0,0,0,0,0,No
520070,Mayo Clinic Health System-Northwest Wisconsin Region,2023-08-06 16:58:00,Measures Submitted,2023-07-01,2023-07-31,17,2,2,0,0,0,0,0,0,Yes
220071,Massachusetts General Hospital,2023-08-04 16:05:00,Measures Submitted,2023-07-01,2023-07-31,25,12,7,0,0,0,4,1,1,Yes
340145,Atrium Health Lincoln,2023-08-04 13:21:00,Measures Submitted,2023-07-01,2023-07-31,3,3,1,0,0,0,0,0,0,Yes
340021,Atrium Health Cleveland,2023-08-04 13:19:00,Measures Submitted,2023-07-01,2023-07-31,11,10,1,0,0,0,0,0,0,Yes
340166,Atrium Health University,2023-08-04 13:16:00,Measures Submitted,2023-07-01,2023-07-31,7,7,1,0,1,0,0,1,0,Yes
340130,Atrium Health Union,2023-08-04 13:13:00,Measures Submitted,2023-07-01,2023-07-31,4,0,0,0,0,0,0,0,0,Yes
340098,Atrium Health Pineville,2023-08-04 13:11:00,Measures Submitted,2023-07-01,2023-07-31,6,1,0,0,0,0,0,1,0,Yes
340113,Carolinas Medical Center,2023-08-04 13:08:00,Measures Submitted,2023-07-01,2023-07-31,23,23,7,0,0,0,2,5,1,Yes
340001,Atrium Health Cabarrus,2023-08-04 13:05:00,Measures Submitted,2023-07-01,2023-07-31,16,9,3,0,0,0,0,1,0,Yes
330046,Mount Sinai Morningside Hospital,2023-08-03 13:57:00,Measures Submitted,2023-07-01,2023-07-31,0,0,0,0,0,0,0,0,0,No
330169,Mount Sinai Beth Israel Hospital,2023-08-03 13:57:00,Measures Submitted,2023-07-01,2023-07-31,0,0,0,0,0,0,0,0,0,No
330024,Mount Sinai Hospital,2023-08-03 13:56:00,Measures Submitted,2023-07-01,2023-07-31,9,3,0,0,0,0,1,1,0,Yes
380103,Kaiser Foundation Hospital - Westside,2023-08-03 12:53:00,Measures Submitted,2023-07-01,2023-07-31,0,0,0,0,0,0,0,0,0,Yes
380091,Kaiser Sunnyside Medical Center,2023-08-03 12:52:00,Measures Submitted,2023-07-01,2023-07-31,0,0,0,0,0,0,0,0,0,Yes
220110,Brigham and Women's Hospital,2023-08-03 09:50:00,Measures Submitted,2023-07-01,2023-07-31,32,11,7,0,0,0,2,1,1,Yes
160082,UnityPoint Health System,2023-08-02 14:37:00,Measures Submitted,2023-07-01,2023-07-31,8,0,0,0,0,0,0,0,0,Yes
140067,OSF Saint Francis Medical Center,2023-08-02 13:18:00,Measures Submitted,2023-07-01,2023-07-31,14,3,1,1,1,1,3,0,0,Yes
420078,Greenville Memorial Hospital,2023-08-02 11:25:00,Measures Submitted,2023-07-01,2023-07-31,3,0,0,0,0,0,0,0,0,Yes
150056,Indiana University Health Methodist Hospital,2023-08-02 10:31:00,Measures Submitted,2023-07-01,2023-07-31,0,0,0,0,0,0,0,0,0,No
520037,Marshfield Medical Center-Marshfield,2023-08-01 14:19:00,Measures Submitted,2023-07-01,2023-07-31,0,0,0,0,0,0,0,0,0,No
390048,Geisinger Lewistown Hospital,2023-08-01 12:31:00,Measures Submitted,2023-07-01,2023-07-31,0,0,0,0,0,0,0,0,0,No
390001,Geisinger-Community Medical Center,2023-08-01 12:31:00,Measures Submitted,2023-07-01,2023-07-31,0,0,0,0,0,0,0,0,0,No
390270,Geisinger Wyoming Valley Medical Center,2023-08-01 12:31:00,Measures Submitted,2023-07-01,2023-07-31,0,0,0,0,0,0,0,0,0,No
390006,Geisinger Medical Center,2023-08-01 12:30:00,Measures Submitted,2023-07-01,2023-07-31,0,0,0,0,0,0,0,0,0,No
440017,Holston Valley Medical Center,2023-08-01 11:28:00,Measures Submitted,2023-07-01,2023-07-31,0,0,0,0,0,0,0,0,0,No
440063,Johnson City Medical Center,2023-08-01 11:28:00,Measures Submitted,2023-07-01,2023-07-31,0,0,0,0,0,0,0,0,0,No
440012,Bristol Regional Medical Center,2023-08-01 11:27:00,Measures Submitted,2023-07-01,2023-07-31,0,0,0,0,0,0,0,0,0,No
440176,Indian Path Community Hospital,2023-08-01 11:27:00,Measures Submitted,2023-07-01,2023-07-31,0,0,0,0,0,0,0,0,0,No
260020,Mercy Hospital St. Louis,2023-08-01 10:25:00,Measures Submitted,2023-07-01,2023-07-31,0,0,0,0,0,0,0,0,0,No
340069,WakeMed Health and Hospitals- Raleigh,2023-08-01 09:58:00,Measures Submitted,2023-07-01,2023-07-31,0,0,0,0,0,0,0,0,0,No
340173,WakeMed Health and Hospitals- Cary,2023-08-01 09:56:00,Measures Submitted,2023-07-01,2023-07-31,0,0,0,0,0,0,0,0,0,No
330046,Mount Sinai Morningside Hospital,2023-07-10 12:54:00,Measures Submitted,2023-06-01,2023-06-30,0,0,0,0,0,0,0,0,0,No
330169,Mount Sinai Beth Israel Hospital,2023-07-10 12:54:00,Measures Submitted,2023-06-01,2023-06-30,0,0,0,0,0,0,0,0,0,No
330024,Mount Sinai Hospital,2023-07-10 12:54:00,Measures Submitted,2023-06-01,2023-06-30,1,1,0,0,0,0,0,0,0,Yes
440017,Holston Valley Medical Center,2023-07-07 13:38:00,Measures Submitted,2023-06-01,2023-06-30,0,0,0,0,0,0,0,0,0,No
440063,Johnson City Medical Center,2023-07-07 13:37:00,Measures Submitted,2023-06-01,2023-06-30,0,0,0,0,0,0,0,0,0,No
440012,Bristol Regional Medical Center,2023-07-07 13:35:00,Measures Submitted,2023-06-01,2023-06-30,0,0,0,0,0,0,0,0,0,No
440176,Indian Path Community Hospital,2023-07-07 13:35:00,Measures Submitted,2023-06-01,2023-06-30,0,0,0,0,0,0,0,0,0,No
100151,Mayo Clinic Florida,2023-07-07 12:39:00,Measures Submitted,2023-06-01,2023-06-30,64,3,2,0,0,0,6,0,0,Yes
320021,Presbyterian Hospital/Presbyterian Healthcare Services,2023-07-07 11:29:00,Measures Submitted,2023-06-01,2023-06-30,7,0,0,0,0,0,0,0,0,Yes
520070,Mayo Clinic Health System-Northwest Wisconsin Region,2023-07-07 10:38:00,Measures Submitted,2023-06-01,2023-06-30,15,3,2,0,0,0,1,0,0,Yes
220100,South Shore Health,2023-07-07 08:15:00,Measures Submitted,2023-06-01,2023-06-30,0,0,0,0,0,0,0,0,0,No
50025,UC San Diego Health,2023-07-06 16:56:00,Measures Submitted,2023-06-01,2023-06-30,0,0,0,0,0,0,0,0,0,No
220110,Brigham and Women's Hospital,2023-07-06 16:22:00,Measures Submitted,2023-06-01,2023-06-30,40,11,7,0,0,0,4,0,0,Yes
240053,Methodist Hospital,2023-07-06 15:02:00,Measures Submitted,2023-06-01,2023-06-30,2,0,0,0,0,0,1,0,0,Yes
240106,Regions Hospital,2023-07-06 14:54:00,Measures Submitted,2023-06-01,2023-06-30,0,0,0,0,0,0,0,0,0,No
240057,Abbott Northwestern Hospital,2023-07-06 13:35:00,Measures Submitted,2023-06-01,2023-06-30,0,0,0,0,0,0,0,0,0,No
240104,St. Francis Regional Medical Center,2023-07-06 13:35:00,Measures Submitted,2023-06-01,2023-06-30,0,0,0,0,0,0,0,0,0,No
240115,Mercy Hospital,2023-07-06 13:34:00,Measures Submitted,2023-06-01,2023-06-30,0,0,0,0,0,0,0,0,0,No
240038,United Hospital,2023-07-06 13:34:00,Measures Submitted,2023-06-01,2023-06-30,0,0,0,0,0,0,0,0,0,No
390048,Geisinger Lewistown Hospital,2023-07-06 13:33:00,Measures Submitted,2023-06-01,2023-06-30,0,0,0,0,0,0,0,0,0,No
390001,Geisinger-Community Medical Center,2023-07-06 13:32:00,Measures Submitted,2023-06-01,2023-06-30,0,0,0,0,0,0,0,0,0,No
390270,Geisinger Wyoming Valley Medical Center,2023-07-06 13:32:00,Measures Submitted,2023-06-01,2023-06-30,0,0,0,0,0,0,0,0,0,No
390006,Geisinger Medical Center,2023-07-06 13:31:00,Measures Submitted,2023-06-01,2023-06-30,0,0,0,0,0,0,0,0,0,No
260020,Mercy Hospital St. Louis,2023-07-06 13:30:00,Measures Submitted,2023-06-01,2023-06-30,0,0,0,0,0,0,0,0,0,No
440039,Vanderbilt University Medical Center,2023-07-06 13:22:00,Measures Submitted,2023-06-01,2023-06-30,9,2,2,0,0,0,1,0,0,Yes
340145,Atrium Health Lincoln,2023-07-06 11:28:00,Measures Submitted,2023-06-01,2023-06-30,4,4,1,0,0,0,0,0,0,Yes
340021,Atrium Health Cleveland,2023-07-06 11:25:00,Measures Submitted,2023-06-01,2023-06-30,2,4,0,0,0,0,1,0,0,Yes
340166,Atrium Health University,2023-07-06 11:22:00,Measures Submitted,2023-06-01,2023-06-30,4,2,0,0,0,0,0,0,0,Yes
340130,Atrium Health Union,2023-07-06 11:19:00,Measures Submitted,2023-06-01,2023-06-30,4,1,0,0,0,0,0,0,0,Yes
340098,Atrium Health Pineville,2023-07-06 11:17:00,Measures Submitted,2023-06-01,2023-06-30,6,0,0,0,0,0,0,0,0,Yes
340113,Carolinas Medical Center,2023-07-06 11:15:00,Measures Submitted,2023-06-01,2023-06-30,18,15,2,0,0,0,0,2,0,Yes
340001,Atrium Health Cabarrus,2023-07-06 11:12:00,Measures Submitted,2023-06-01,2023-06-30,11,8,1,0,0,0,0,0,0,Yes
160082,UnityPoint Health System,2023-07-05 16:07:00,Measures Submitted,2023-06-01,2023-06-30,5,2,0,0,0,0,0,0,0,Yes
520037,Marshfield Medical Center-Marshfield,2023-07-05 15:30:00,Measures Submitted,2023-06-01,2023-06-30,1,0,0,0,0,0,0,0,0,Yes
420078,Greenville Memorial Hospital,2023-07-05 11:22:00,Measures Submitted,2023-06-01,2023-06-30,6,0,0,0,0,0,1,0,0,Yes
380103,Kaiser Foundation Hospital - Westside,2023-07-03 14:16:00,Measures Submitted,2023-06-01,2023-06-30,0,0,0,0,0,0,0,0,0,Yes
380091,Kaiser Sunnyside Medical Center,2023-07-03 14:15:00,Measures Submitted,2023-06-01,2023-06-30,0,0,0,0,0,0,0,0,0,Yes
140067,OSF Saint Francis Medical Center,2023-07-03 10:52:00,Measures Submitted,2023-06-01,2023-06-30,20,6,3,0,0,0,1,0,0,Yes
330394,United Health Services Hospitals,2023-07-03 10:51:00,Measures Submitted,2023-06-01,2023-06-30,0,0,0,0,0,0,0,0,0,No
150056,Indiana University Health Methodist Hospital,2023-07-03 10:42:00,Measures Submitted,2023-06-01,2023-06-30,0,0,0,0,0,0,0,0,0,No
220071,Massachusetts General Hospital,2023-07-01 10:42:00,Measures Submitted,2023-06-01,2023-06-30,29,10,8,0,0,0,5,2,2,Yes
330394,United Health Services Hospitals,2023-06-20 15:14:00,Measures Submitted,2023-05-01,2023-05-31,0,0,0,0,0,0,0,0,0,No
50301,Adventist Health Ukiah Valley,2023-06-15 16:04:00,Measures Submitted,2023-05-01,2023-05-31,0,0,0,0,0,0,0,0,0,No
50301,Adventist Health Ukiah Valley,2023-06-15 16:03:00,Measures Submitted,2023-04-01,2023-04-30,0,0,0,0,0,0,0,0,0,No
50121,Hanford Community Hospital dba Adventist Health Hanford,2023-06-15 16:02:00,Measures Submitted,2023-05-01,2023-05-31,0,0,0,0,0,0,0,0,0,No
50121,Hanford Community Hospital dba Adventist Health Hanford,2023-06-15 16:01:00,Measures Submitted,2023-04-01,2023-04-30,0,0,0,0,0,0,0,0,0,No
50455,San Joaquin Community Hospital dba Adventist Health Bakersfield,2023-06-15 16:00:00,Measures Submitted,2023-05-01,2023-05-31,0,0,0,0,0,0,0,0,0,No
50455,San Joaquin Community Hospital dba Adventist Health Bakersfield,2023-06-15 15:59:00,Measures Submitted,2023-04-01,2023-04-30,0,0,0,0,0,0,0,0,0,No
50025,UC San Diego Health,2023-06-08 18:43:00,Measures Submitted,2023-05-01,2023-05-31,0,0,0,0,0,0,0,0,0,No
490007,Sentara Norfolk General Hospital,2023-06-08 16:19:00,Measures Submitted,2023-05-01,2023-05-31,0,0,0,0,0,0,0,0,0,No
320021,Presbyterian Hospital/Presbyterian Healthcare Services,2023-06-07 18:34:00,Measures Submitted,2023-05-01,2023-05-31,4,0,0,0,0,0,0,0,0,Yes
100151,Mayo Clinic Florida,2023-06-07 17:56:00,Measures Submitted,2023-05-01,2023-05-31,73,3,3,1,0,0,9,0,0,Yes
240053,Methodist Hospital,2023-06-07 15:39:00,Measures Submitted,2023-05-01,2023-05-31,0,0,0,0,0,0,0,0,0,No
160082,UnityPoint Health System,2023-06-07 14:48:00,Measures Submitted,2023-05-01,2023-05-31,5,0,0,0,0,0,0,0,0,Yes
520070,Mayo Clinic Health System-Northwest Wisconsin Region,2023-06-07 14:37:00,Measures Submitted,2023-05-01,2023-05-31,22,4,3,0,0,0,1,0,0,Yes
440017,Holston Valley Medical Center,2023-06-07 10:43:00,Measures Submitted,2023-05-01,2023-05-31,0,0,0,0,0,0,0,0,0,No
440063,Johnson City Medical Center,2023-06-07 10:43:00,Measures Submitted,2023-05-01,2023-05-31,0,0,0,0,0,0,0,0,0,No
440012,Bristol Regional Medical Center,2023-06-07 10:42:00,Measures Submitted,2023-05-01,2023-05-31,0,0,0,0,0,0,0,0,0,No
440176,Indian Path Community Hospital,2023-06-07 10:42:00,Measures Submitted,2023-05-01,2023-05-31,0,0,0,0,0,0,0,0,0,No
220110,Brigham and Women's Hospital,2023-06-06 16:28:00,Measures Submitted,2023-05-01,2023-05-31,33,10,7,0,0,0,1,0,0,Yes
240106,Regions Hospital,2023-06-06 13:48:00,Measures Submitted,2023-05-01,2023-05-31,3,0,0,0,0,0,1,0,0,Yes
340145,Atrium Health Lincoln,2023-06-06 11:23:00,Measures Submitted,2023-05-01,2023-05-31,3,0,0,0,0,0,0,0,0,Yes
340021,Atrium Health Cleveland,2023-06-06 11:21:00,Measures Submitted,2023-05-01,2023-05-31,6,7,2,0,0,0,0,0,0,Yes
340166,Atrium Health University,2023-06-06 11:19:00,Measures Submitted,2023-05-01,2023-05-31,1,3,0,0,0,0,0,0,0,Yes
340130,Atrium Health Union,2023-06-06 11:17:00,Measures Submitted,2023-05-01,2023-05-31,7,2,0,0,0,0,0,0,0,Yes
340098,Atrium Health Pineville,2023-06-06 11:15:00,Measures Submitted,2023-05-01,2023-05-31,4,1,0,0,0,0,0,0,0,Yes
340113,Carolinas Medical Center,2023-06-06 11:12:00,Measures Submitted,2023-05-01,2023-05-31,10,7,1,0,0,0,0,1,0,Yes
340001,Atrium Health Cabarrus,2023-06-06 11:10:00,Measures Submitted,2023-05-01,2023-05-31,11,9,2,0,0,0,0,1,0,Yes
220071,Massachusetts General Hospital,2023-06-05 13:17:00,Measures Submitted,2023-05-01,2023-05-31,19,7,4,0,0,0,1,0,0,Yes
440039,Vanderbilt University Medical Center,2023-06-05 12:11:00,Measures Submitted,2023-05-01,2023-05-31,11,1,1,0,0,0,1,0,0,Yes
260020,Mercy Hospital St. Louis,2023-06-05 10:42:00,Measures Submitted,2023-05-01,2023-05-31,0,0,0,0,0,0,0,0,0,No
390048,Geisinger Lewistown Hospital,2023-06-05 10:31:00,Measures Submitted,2023-05-01,2023-05-31,0,0,0,0,0,0,0,0,0,No
390001,Geisinger-Community Medical Center,2023-06-05 10:30:00,Measures Submitted,2023-05-01,2023-05-31,0,0,0,0,0,0,0,0,0,No
390270,Geisinger Wyoming Valley Medical Center,2023-06-05 10:30:00,Measures Submitted,2023-05-01,2023-05-31,0,0,0,0,0,0,0,0,0,No
390006,Geisinger Medical Center,2023-06-05 10:29:00,Measures Submitted,2023-05-01,2023-05-31,0,0,0,0,0,0,0,0,0,No
220100,South Shore Health,2023-06-05 10:29:00,Measures Submitted,2023-05-01,2023-05-31,0,0,0,0,0,0,0,0,0,No
240057,Abbott Northwestern Hospital,2023-06-05 10:27:00,Measures Submitted,2023-05-01,2023-05-31,0,0,0,0,0,0,0,0,0,No
240104,St. Francis Regional Medical Center,2023-06-05 10:26:00,Measures Submitted,2023-05-01,2023-05-31,0,0,0,0,0,0,0,0,0,No
240115,Mercy Hospital,2023-06-05 10:25:00,Measures Submitted,2023-05-01,2023-05-31,0,0,0,0,0,0,0,0,0,No
240038,United Hospital,2023-06-05 10:24:00,Measures Submitted,2023-05-01,2023-05-31,0,0,0,0,0,0,0,0,0,No
340069,WakeMed Health and Hospitals- Raleigh,2023-06-02 09:21:00,Measures Submitted,2023-05-01,2023-05-31,0,0,0,0,0,0,0,0,0,No
340173,WakeMed Health and Hospitals- Cary,2023-06-02 09:20:00,Measures Submitted,2023-05-01,2023-05-31,0,0,0,0,0,0,0,0,0,No
380103,Kaiser Foundation Hospital - Westside,2023-06-01 15:22:00,Measures Submitted,2023-05-01,2023-05-31,0,0,0,0,0,0,0,0,0,Yes
380091,Kaiser Sunnyside Medical Center,2023-06-01 15:21:00,Measures Submitted,2023-05-01,2023-05-31,0,0,0,0,0,0,0,0,0,Yes
420078,Greenville Memorial Hospital,2023-06-01 14:53:00,Measures Submitted,2023-05-01,2023-05-31,4,0,0,0,0,0,0,0,0,Yes
520037,Marshfield Medical Center-Marshfield,2023-06-01 14:47:00,Measures Submitted,2023-05-01,2023-05-31,0,0,0,0,0,0,0,0,0,No
330169,Mount Sinai Beth Israel Hospital,2023-06-01 13:53:00,Measures Submitted,2023-05-01,2023-05-31,0,0,0,0,0,0,0,0,0,No
330046,Mount Sinai Morningside Hospital,2023-06-01 13:52:00,Measures Submitted,2023-05-01,2023-05-31,0,0,0,0,0,0,0,0,0,No
330024,Mount Sinai Hospital,2023-06-01 13:51:00,Measures Submitted,2023-05-01,2023-05-31,11,3,3,0,0,0,2,1,1,Yes
140067,OSF Saint Francis Medical Center,2023-06-01 10:58:00,Measures Submitted,2023-05-01,2023-05-31,14,4,2,0,0,0,1,0,0,Yes
150056,Indiana University Health Methodist Hospital,2023-06-01 09:22:00,Measures Submitted,2023-05-01,2023-05-31,0,0,0,0,0,0,0,0,0,No
50025,UC San Diego Health,2023-05-08 21:57:00,Measures Submitted,2023-04-01,2023-04-30,0,0,0,0,0,0,0,0,0,No
520037,Marshfield Medical Center-Marshfield,2023-05-08 17:33:00,Measures Submitted,2023-04-01,2023-04-30,3,0,0,0,0,0,0,0,0,Yes
240053,Methodist Hospital,2023-05-08 13:59:00,Measures Submitted,2023-04-01,2023-04-30,1,0,0,0,0,0,0,0,0,Yes
240106,Regions Hospital,2023-05-08 13:58:00,Measures Submitted,2023-04-01,2023-04-30,1,0,0,0,0,0,0,0,0,Yes
220100,South Shore Health,2023-05-08 09:26:00,Measures Submitted,2023-04-01,2023-04-30,0,0,0,0,0,0,0,0,0,No
440017,Holston Valley Medical Center,2023-05-08 09:15:00,Measures Submitted,2023-04-01,2023-04-30,0,0,0,0,0,0,0,0,0,No
440063,Johnson City Medical Center,2023-05-08 09:15:00,Measures Submitted,2023-04-01,2023-04-30,0,0,0,0,0,0,0,0,0,No
440012,Bristol Regional Medical Center,2023-05-08 09:14:00,Measures Submitted,2023-04-01,2023-04-30,0,0,0,0,0,0,0,0,0,No
440176,Indian Path Community Hospital,2023-05-08 09:13:00,Measures Submitted,2023-04-01,2023-04-30,0,0,0,0,0,0,0,0,0,No
100151,Mayo Clinic Florida,2023-05-06 09:35:00,Measures Submitted,2023-04-01,2023-04-30,71,7,6,0,0,0,8,0,0,Yes
520070,Mayo Clinic Health System-Northwest Wisconsin Region,2023-05-06 09:25:00,Measures Submitted,2023-04-01,2023-04-30,19,6,6,0,0,0,2,0,0,Yes
220071,Massachusetts General Hospital,2023-05-05 17:47:00,Measures Submitted,2023-04-01,2023-04-30,21,3,2,0,0,0,0,0,0,Yes
220110,Brigham and Women's Hospital,2023-05-05 16:52:00,Measures Submitted,2023-04-01,2023-04-30,32,13,10,0,0,0,3,0,0,Yes
440039,Vanderbilt University Medical Center,2023-05-05 14:47:00,Measures Submitted,2023-04-01,2023-04-30,15,1,1,0,0,0,0,0,0,Yes
340145,Atrium Health Lincoln,2023-05-05 14:28:00,Measures Submitted,2023-04-01,2023-04-30,2,1,0,0,0,0,0,0,0,Yes
340021,Atrium Health Cleveland,2023-05-05 14:26:00,Measures Submitted,2023-04-01,2023-04-30,8,7,1,0,0,0,0,0,0,Yes
340166,Atrium Health University,2023-05-05 14:24:00,Measures Submitted,2023-04-01,2023-04-30,8,11,2,0,0,0,0,1,0,Yes
