ccn,hospital_name,created,status,measure_from_date,measure_to_date,m_1a,m_1b,m_1c,m_2a,m_2b,m_2c,m_3a,m_3b,m_3c,m_4
10033,UAB Hospital,2023-09-13 09:30:00,Measures Submitted,2023-08-28,2023-09-03,0,0,0,0,0,0,0,0,0,No
310008,Holy Name Medical Center,2023-09-13 09:29:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
100316,Palm Bay Hospital,2023-09-13 09:27:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
100315,Viera Hospital,2023-09-13 09:26:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
100177,Cape Canaveral Hospital,2023-09-13 09:24:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
110034,Augusta University Medical Center,2023-09-13 09:06:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
390066,WellSpan Good Samaritan Hospital,2023-09-13 08:43:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
390151,WellSpan Chambersburg Hospital,2023-09-13 08:43:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
390046,WellSpan York Hospital,2023-09-13 08:42:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
330332,St. Joseph Hospital,2023-09-13 08:31:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
140088,University of Chicago Medical Center,2023-09-13 08:02:00,Measures Submitted,2023-08-28,2023-09-03,1,0,0,0,0,0,0,0,0,Yes
140088,University of Chicago Medical Center,2023-09-13 07:57:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
390334,Wexford Hospital,2023-09-13 07:39:00,Measures Submitted,2023-08-07,2023-08-13,0,0,0,0,0,0,0,0,0,No
390334,Wexford Hospital,2023-09-13 07:39:00,Measures Submitted,2023-08-14,2023-08-20,0,0,0,0,0,0,0,0,0,No
390334,Wexford Hospital,2023-09-13 07:38:00,Measures Submitted,2023-08-21,2023-08-27,0,0,0,0,0,0,0,0,0,No
390334,Wexford Hospital,2023-09-13 07:38:00,Measures Submitted,2023-08-28,2023-09-03,0,0,0,0,0,0,0,0,0,No
390334,Wexford Hospital,2023-09-13 07:37:00,Measures Submitted,2023-07-24,2023-07-30,0,0,0,0,0,0,0,0,0,No
390334,Wexford Hospital,2023-09-13 07:37:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
450779,Texas Health Harris Methodist Hosptial Southwest Fort Worth,2023-09-12 22:13:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
450135,Texas Health Harris Methodist Hospital Fort Worth,2023-09-12 22:12:00,Measures Submitted,2023-09-04,2023-09-10,2,0,0,0,0,0,1,0,0,Yes
670085,Texas Health Harris Methodist Hospital Alliance,2023-09-12 22:07:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
450771,Texas Health Presbyterian Hospial Plano,2023-09-12 22:07:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
450743,Texas Health Presbyterian Hospital Denton,2023-09-12 22:06:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
450462,Texas Health Presbyterian Hospital Dallas,2023-09-12 22:06:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
160110,UnityPoint Health - Allen Hospital,2023-09-12 19:26:00,Measures Submitted,2023-09-04,2023-09-10,1,0,0,0,0,0,0,0,0,Yes
450684,Memorial Hermann Northeast Hospital,2023-09-12 19:13:00,Measures Submitted,2023-08-28,2023-09-03,0,0,0,0,0,0,0,0,0,No
450684,Memorial Hermann Northeast Hospital,2023-09-12 19:13:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
360137,University Hospitals Health System,2023-09-12 17:23:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
360145,University Hospitals Elyria Medical Center,2023-09-12 17:22:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
360359,University Hospitals Ahuja Medical Center,2023-09-12 17:21:00,Measures Submitted,2023-09-04,2023-09-10,3,0,0,0,0,0,0,0,0,Yes
520087,Gundersen Lutheran Medical Center,2023-09-12 16:42:00,Measures Submitted,2023-09-04,2023-09-10,1,0,0,0,0,0,0,0,0,Yes
190114,Claiborne Memorial Medical Center,2023-09-12 16:30:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
360085,Ohio State University Hospitals,2023-09-12 15:45:00,Measures Submitted,2023-09-04,2023-09-10,1,0,0,0,0,0,0,0,0,Yes
390097,Redeemer Health,2023-09-12 15:35:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
340010,Wayne UNC Health Care,2023-09-12 15:16:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
340061,UNC Hospitals,2023-09-12 15:14:00,Measures Submitted,2023-09-04,2023-09-10,3,3,1,0,0,0,1,0,0,Yes
340114,Rex Hospital,2023-09-12 15:12:00,Measures Submitted,2023-09-04,2023-09-10,3,1,0,0,0,0,0,0,0,Yes
340090,UNC Health Johnston,2023-09-12 15:10:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
490032,VCU Medical Center,2023-09-12 14:58:00,Measures Submitted,2023-09-04,2023-09-10,3,0,0,0,0,0,0,0,0,Yes
450675,Medical City Arlington,2023-09-12 14:35:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
80007,Beebe Healthcare,2023-09-12 13:57:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
340085,Novant Health Thomasville Medical Center,2023-09-12 13:31:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
340015,Novant Health Rowan Medical Center,2023-09-12 13:31:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
340190,Novant Health Mint Hill Medical Center,2023-09-12 13:30:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
340183,Novant Health Huntersville Medical Center,2023-09-12 13:29:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
340171,Novant Health Matthews Medical Center,2023-09-12 13:29:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
340053,Novant Health Presbyterian Medical Center,2023-09-12 13:28:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
340014,Novant Health Forsyth Medical Center,2023-09-12 13:27:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
420038,PH Laurens County Hospital,2023-09-12 13:02:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
420086,Prisma Health Baptist Hospital,2023-09-12 13:01:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
420037,Prisma Health Hillcrest Hospital,2023-09-12 13:01:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
420015,Prisma Health Baptist Easley Hospital,2023-09-12 13:00:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
420033,Prisma Health Greer Memorial Hospital,2023-09-12 13:00:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
420009,Prisma Health Oconee Memorial Hospital,2023-09-12 12:58:00,Measures Submitted,2023-09-04,2023-09-10,1,0,0,0,0,0,1,0,0,Yes
420018,Prisma Health Richland,2023-09-12 12:53:00,Measures Submitted,2023-09-04,2023-09-10,1,0,0,0,0,0,0,0,0,Yes
330246,St. Charles Hospital,2023-09-12 12:52:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
450054,Baylor Scott and White Medical Center--Temple,2023-09-12 12:49:00,Measures Submitted,2023-09-04,2023-09-10,6,0,0,0,0,0,1,0,0,Yes
450289,Ben Taub Hospital,2023-09-12 12:42:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
450289,Lyndon B. Johnson Hospital,2023-09-12 12:41:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
360091,Cleveland Clinic Medina Hospital,2023-09-12 12:33:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
360143,Cleveland Clinic Marymount Hospital,2023-09-12 12:32:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
360180,Cleveland Clinic Main Campus,2023-09-12 12:31:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
310073,Jersey Shore University Medical Center,2023-09-12 12:30:00,Measures Submitted,2023-09-04,2023-09-10,1,0,0,0,0,0,0,0,0,No
360077,Cleveland Clinic Fairview Hospital,2023-09-12 12:30:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
360364,Cleveland Clinic Avon Hospital,2023-09-12 12:30:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
360082,Cleveland Clinic Euclid Hospital,2023-09-12 12:29:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
310001,Hackensack University Medical Center,2023-09-12 12:29:00,Measures Submitted,2023-09-04,2023-09-10,1,0,0,0,0,0,0,0,0,No
360087,Cleveland Clinic Lutheran Hospital,2023-09-12 12:29:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
360144,Cleveland Clinic South Pointe Hospital,2023-09-12 12:28:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
450742,Baylor Scott and White Medical Center-Lake Pointe,2023-09-12 12:22:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
670082,Baylor Scott and White Medical Center-McKinney,2023-09-12 12:21:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
450021,Baylor University Medical Center,2023-09-12 12:19:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
70022,Yale New Haven Hospital,2023-09-12 12:18:00,Measures Submitted,2023-09-04,2023-09-10,2,0,0,0,0,10,0,0,0,Yes
450137,Baylor Scott and White All Saints Medical Center-Fort Worth,2023-09-12 12:18:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
450890,Baylor Scott and White Medical Center-Plano,2023-09-12 12:17:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
70010,Bridgeport Hospital,2023-09-12 12:16:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
450885,Baylor Scott and White Medical Center,2023-09-12 12:15:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
140015,Blessing Hospital,2023-09-12 11:58:00,Measures Submitted,2023-09-04,2023-09-10,1,0,0,0,0,0,0,0,0,Yes
100006,Orlando Health Inc,2023-09-12 11:50:00,Measures Submitted,2023-09-04,2023-09-10,3,1,0,0,0,0,0,0,0,Yes
100105,Cleveland Clinic Indian River Hospital,2023-09-12 11:25:00,Measures Submitted,2023-09-04,2023-09-10,5,2,1,0,0,0,1,0,0,Yes
390267,Forbes Hospital,2023-09-12 07:34:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
360068,The Toledo Hospital,2023-09-12 05:48:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
360068,The Toledo Hospital,2023-09-12 05:47:00,Measures Submitted,2023-08-28,2023-09-03,0,0,0,0,0,0,0,0,0,No
230099,Mercy Memorial Hospital Corporation d.b.a. ProMedica Monroe Regional Hospital,2023-09-12 05:43:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
360156,Memorial Hospital dba ProMedica Memorial Hospital,2023-09-12 05:42:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
230005,ProMedica Charles and Virginia Hickman Hospital,2023-09-12 05:41:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
361318,ProMedica Fostoria Community Hospital,2023-09-12 05:40:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
361328,ProMedica Defiance Regional Hospital,2023-09-12 05:39:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
360259,Bay Park Community Hospital,2023-09-12 05:37:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
390256,Milton S. Hershey Medical Center,2023-09-11 23:34:00,Measures Submitted,2023-09-04,2023-09-10,2,0,0,0,0,0,0,0,0,Yes
230038,Spectrum Health Butterworth and Blodgett,2023-09-11 21:55:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
230038,Spectrum Health Butterworth and Blodgett,2023-09-11 21:55:00,Measures Submitted,2023-08-28,2023-09-03,0,0,0,0,0,0,0,0,0,No
340091,The Moses H. Cone Memorial Hospital,2023-09-11 21:02:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
330124,NYU Langone Hospitals,2023-09-11 20:42:00,Measures Submitted,2023-09-04,2023-09-10,1,0,0,0,0,0,0,0,0,Yes
140150,University of Illinois Hospital and Clinics,2023-09-11 20:27:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
210032,Union Hospital Cecil County,2023-09-11 18:40:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
30119,Mercy Gilbert Medical Center,2023-09-11 17:20:00,Measures Submitted,2023-09-04,2023-09-10,4,0,0,0,0,0,0,0,0,Yes
30036,Chandler Regional Medical Center,2023-09-11 17:17:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
30024,St. Joseph's Hospital and Medical Center,2023-09-11 17:15:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
370049,Stillwater Medical Center Authority,2023-09-11 16:44:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
170185,Saint Luke's South Hospital,2023-09-11 16:40:00,Measures Submitted,2023-09-04,2023-09-10,2,0,0,0,0,0,0,0,0,Yes
460058,Riverton Hospital,2023-09-11 16:34:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
520202,Marshfield Medical Center - Weston,2023-09-11 16:31:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
330401,St. Catherine of Siena Medical Center,2023-09-11 16:29:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
520212,Marshfield Medical Center - Minocqua,2023-09-11 16:29:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
450015,Parkland Hospital,2023-09-11 16:25:00,Measures Submitted,2023-09-04,2023-09-10,2,0,0,0,0,0,0,0,0,Yes
520210,Marshfield Medical Center - Eau Claire,2023-09-11 16:19:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
50454,UCSF Medical Center,2023-09-11 16:18:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
40020,St. Bernards Medical Center,2023-09-11 16:03:00,Measures Submitted,2023-08-28,2023-09-03,4,1,0,0,0,0,0,0,0,Yes
40016,University of Arkansas for Medical Sciences,2023-09-11 15:52:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
140281,Northwestern Memorial Hospital,2023-09-11 15:48:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
390265,Jefferson Regional Medical Center,2023-09-11 15:46:00,Measures Submitted,2023-09-04,2023-09-10,1,0,0,0,0,0,0,0,0,Yes
340008,Scotland Memorial Hospital,2023-09-11 15:35:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
440125,Fort Sanders Regional Medical Center,2023-09-11 15:22:00,Measures Submitted,2023-09-04,2023-09-10,3,0,0,0,0,0,0,0,0,Yes
390050,West Penn Allegheny Health System Inc dba Allegheny General Hospital,2023-09-11 15:17:00,Measures Submitted,2023-09-04,2023-09-10,1,0,0,0,0,0,0,0,0,Yes
440173,Parkwest Medical Center,2023-09-11 15:15:00,Measures Submitted,2023-09-04,2023-09-10,1,0,0,0,0,0,0,0,0,Yes
450079,Baylor Scott and White Medical Center - Irving,2023-09-11 15:13:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
450271,Decatur Hospital Authority dba Wise Health System,2023-09-11 15:09:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
440034,Methodist Medical Center of Oak Ridge,2023-09-11 15:08:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
670116,Decatur Hospital Authority DBA Wise Health Surgical Hospital,2023-09-11 15:08:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
100220,Gulf Coast Medical Center,2023-09-11 15:04:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
100244,Cape Coral Hospital,2023-09-11 15:03:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
100012,Lee Memorial Hospital,2023-09-11 15:03:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
50625,Cedars-Sinai Medical Center,2023-09-11 14:48:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
330136,The Mary Imogene Bassett Hospital,2023-09-11 14:46:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
50224,Hoag Hospital Newport Beach,2023-09-11 14:45:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
390160,Canonsburg Hospital,2023-09-11 14:43:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
380061,Providence Portland Medical Center,2023-09-11 14:42:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
350070,Essentia Health Fargo Hospital,2023-09-11 14:34:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
360059,The MetroHealth System,2023-09-11 14:33:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
50696,Keck Hospital of USC,2023-09-11 14:33:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
520049,Bellin Memorial Hospital,2023-09-11 14:31:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
500024,Providence St. Peter Hospital,2023-09-11 14:17:00,Measures Submitted,2023-09-04,2023-09-10,1,0,0,0,0,0,0,0,0,Yes
330259,Mercy Medical Center,2023-09-11 13:23:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
330241,SUNY Health Science Center at Syracuse,2023-09-11 13:14:00,Measures Submitted,2023-09-04,2023-09-10,1,0,0,0,0,0,0,0,0,Yes
50327,Loma Linda University Medical Center,2023-09-11 12:34:00,Measures Submitted,2023-09-04,2023-09-10,0,0,0,0,0,0,0,0,0,No
140015,Blessing Hospital,2023-09-11 12:24:00,Measures Submitted,2023-08-28,2023-09-03,1,0,0,0,0,0,0,0,0,Yes
